user_id,product_id,interaction_type,timestamp,rating
560,803,rate,2023-08-23,3.0
249,902,view,2023-11-04,
104,156,purchase,2023-07-03,
433,568,purchase,2023-08-31,
231,246,click,2023-02-18,
202,742,click,2023-02-02,
318,518,view,2023-11-20,
733,300,view,2023-09-24,
205,948,click,2023-07-09,
842,873,purchase,2023-03-04,
48,106,purchase,2023-09-27,
584,265,view,2023-05-30,
414,120,view,2023-03-15,
485,287,view,2023-10-11,
683,178,view,2023-11-02,
618,694,click,2023-11-03,
414,343,click,2023-01-30,
627,429,rate,2023-10-12,5.0
995,932,view,2023-11-09,
518,263,rate,2023-12-13,1.0
200,717,click,2023-11-03,
640,453,view,2023-09-18,
532,357,click,2023-10-27,
238,833,view,2023-03-17,
909,266,click,2023-09-18,
287,24,click,2023-06-06,
377,685,purchase,2023-01-05,
853,437,view,2023-04-11,
54,696,click,2023-07-20,
355,728,view,2023-07-14,
663,643,view,2023-03-05,
404,365,rate,2023-10-14,3.0
301,100,view,2023-04-27,
928,387,click,2023-10-15,
415,580,view,2023-01-07,
135,66,purchase,2023-05-27,
130,172,click,2023-07-25,
213,150,view,2023-05-15,
753,171,view,2023-06-12,
881,627,purchase,2023-05-06,
895,492,view,2023-04-23,
489,600,purchase,2023-01-04,
309,975,view,2023-07-02,
728,466,click,2023-10-07,
17,246,view,2023-05-20,
270,279,view,2023-04-08,
694,850,view,2023-11-24,
692,266,rate,2023-01-19,5.0
478,601,view,2023-08-27,
230,32,click,2023-04-23,
37,162,view,2023-02-05,
182,543,click,2023-06-02,
958,849,purchase,2023-09-09,
862,425,view,2023-07-11,
133,185,click,2023-04-04,
363,315,view,2023-11-03,
855,601,click,2023-04-12,
213,150,view,2023-05-15,
753,171,view,2023-06-12,
71,505,rate,2023-06-16,3.0
869,166,view,2023-08-09,
137,49,click,2023-04-24,
708,911,purchase,2023-04-11,
709,819,view,2023-02-18,
342,601,purchase,2023-10-03,
552,240,view,2023-07-24,
448,135,view,2023-01-08,
335,666,view,2023-12-24,
652,716,view,2023-11-06,
10,296,view,2023-12-17,
230,48,view,2023-11-16,
937,890,click,2023-01-02,
433,702,view,2023-12-23,
642,357,view,2023-09-30,
55,944,view,2023-02-14,
859,354,click,2023-10-27,
881,339,purchase,2023-07-23,
887,422,click,2023-06-30,
680,910,view,2023-07-17,
342,161,view,2023-02-02,
918,577,rate,2023-06-29,4.0
414,699,purchase,2023-03-18,
773,808,click,2023-08-14,
905,324,view,2023-06-01,
9,639,view,2023-08-07,
997,278,click,2023-03-23,
64,183,click,2023-04-24,
878,296,purchase,2023-03-12,
806,850,view,2023-07-12,
997,747,click,2023-06-06,
440,237,click,2023-10-15,
744,249,purchase,2023-09-20,
415,703,view,2023-03-15,
220,127,click,2023-03-21,
599,724,rate,2023-09-10,2.0
849,557,purchase,2023-07-19,
979,680,rate,2023-03-22,5.0
633,710,click,2023-01-26,
935,188,view,2023-03-07,
449,19,view,2023-11-01,
324,350,view,2023-09-24,
909,8,click,2023-03-11,
970,765,purchase,2023-11-26,
542,964,click,2023-08-06,
234,380,view,2023-03-17,
186,190,view,2023-09-24,
360,315,view,2023-12-13,
56,851,view,2023-03-01,
885,881,view,2023-06-07,
498,395,view,2023-08-13,
364,546,view,2023-12-10,
616,682,click,2023-03-18,
314,537,view,2023-12-10,
445,567,view,2023-06-09,
555,715,purchase,2023-10-05,
529,495,view,2023-11-03,
678,771,click,2023-03-08,
666,794,view,2023-09-18,
106,468,view,2023-11-10,
793,804,purchase,2023-08-07,
287,461,view,2023-08-08,
952,49,view,2023-12-25,
80,851,click,2023-07-24,
807,965,click,2023-11-23,
722,702,view,2023-01-13,
146,781,purchase,2023-10-04,
133,161,view,2023-06-02,
572,247,view,2023-09-02,
453,145,view,2023-11-26,
943,387,click,2023-02-07,
314,205,purchase,2023-04-07,
731,763,purchase,2023-07-24,
145,934,click,2023-11-04,
781,193,view,2023-10-16,
304,453,view,2023-12-10,
457,761,purchase,2023-01-26,
780,820,view,2023-02-03,
624,313,purchase,2023-03-20,
541,882,click,2023-06-11,
87,466,view,2023-12-23,
153,505,view,2023-03-04,
203,640,view,2023-05-24,
240,474,click,2023-04-13,
915,590,click,2023-12-01,
780,604,view,2023-01-02,
373,881,click,2023-12-04,
368,857,view,2023-10-17,
678,715,view,2023-07-16,
623,161,purchase,2023-10-11,
980,317,purchase,2023-10-23,
510,536,view,2023-02-01,
745,297,view,2023-12-18,
601,288,view,2023-01-15,
230,549,view,2023-05-26,
789,519,view,2023-11-30,
461,853,purchase,2023-12-29,
561,263,view,2023-09-05,
438,815,view,2023-03-31,
387,260,click,2023-05-23,
764,113,click,2023-08-02,
210,852,view,2023-11-30,
788,285,click,2023-03-01,
749,950,view,2023-10-17,
945,332,purchase,2023-03-18,
425,59,click,2023-08-02,
994,457,click,2023-08-19,
918,754,view,2023-05-21,
229,522,click,2023-08-31,
951,415,view,2023-06-02,
898,265,view,2023-03-21,
935,178,view,2023-08-08,
652,125,view,2023-07-09,
135,318,view,2023-06-21,
943,752,view,2023-10-14,
609,719,view,2023-07-19,
864,73,view,2023-07-24,
112,218,view,2023-10-15,
500,397,view,2023-07-29,
240,437,view,2023-06-01,
193,930,view,2023-05-21,
734,875,view,2023-07-16,
215,120,purchase,2023-09-22,
405,834,view,2023-05-10,
65,651,purchase,2023-04-15,
114,384,view,2023-12-15,
506,255,click,2023-07-20,
759,820,view,2023-04-16,
27,64,click,2023-05-30,
249,842,view,2023-01-11,
312,882,click,2023-04-30,
535,566,view,2023-02-22,
683,467,click,2023-12-31,
130,806,view,2023-08-29,
560,690,view,2023-11-20,
578,677,click,2023-04-16,
549,910,purchase,2023-05-08,
724,270,rate,2023-03-02,2.0
542,546,click,2023-03-28,
510,531,click,2023-12-26,
116,125,view,2023-06-12,
160,357,view,2023-07-01,
865,62,view,2023-09-05,
162,763,click,2023-05-30,
70,807,purchase,2023-01-12,
445,416,view,2024-01-01,
956,577,purchase,2023-12-06,
950,797,view,2023-10-15,
268,695,click,2023-06-27,
498,573,click,2023-03-08,
309,550,view,2023-06-04,
239,997,view,2023-06-13,
555,341,view,2023-08-05,
939,635,rate,2023-10-10,1.0
944,342,view,2023-01-09,
467,932,click,2023-09-08,
771,731,click,2023-03-03,
313,452,view,2023-06-23,
313,464,click,2023-05-22,
990,140,view,2023-05-18,
684,532,click,2023-05-22,
207,429,view,2023-01-24,
127,493,view,2023-03-04,
734,201,view,2023-05-28,
357,186,click,2023-07-23,
274,988,view,2023-08-27,
119,557,view,2023-10-24,
109,63,view,2023-02-01,
827,102,click,2023-04-11,
253,31,view,2023-09-06,
310,957,click,2023-07-09,
216,481,purchase,2023-05-31,
962,322,purchase,2023-10-01,
824,944,view,2023-04-10,
526,308,click,2023-10-26,
232,913,purchase,2023-09-05,
919,157,click,2023-12-23,
826,967,view,2023-01-20,
44,614,view,2023-04-28,
877,773,view,2023-12-02,
728,624,view,2023-04-05,
412,807,purchase,2023-02-18,
943,588,click,2023-02-07,
737,161,click,2023-05-31,
583,940,click,2023-06-20,
967,307,view,2023-05-19,
639,560,rate,2023-08-16,5.0
423,362,view,2023-12-03,
597,426,view,2023-12-28,
94,992,view,2024-01-01,
109,675,view,2023-05-17,
864,55,view,2023-01-19,
440,944,purchase,2023-01-01,
913,820,purchase,2023-03-03,
627,640,view,2023-04-28,
894,148,click,2023-04-03,
641,590,view,2023-10-20,
544,137,view,2023-06-17,
400,876,view,2023-02-16,
94,312,click,2023-05-04,
677,325,click,2023-03-10,
850,632,view,2023-07-05,
444,182,view,2023-04-13,
966,550,click,2023-10-24,
528,445,rate,2023-05-05,4.0
560,619,view,2023-03-01,
597,788,purchase,2023-01-27,
291,378,view,2023-02-09,
774,435,click,2023-10-18,
107,885,view,2023-03-22,
375,372,view,2023-06-03,
135,105,view,2023-08-10,
469,465,click,2023-02-16,
24,501,purchase,2023-11-05,
257,939,purchase,2023-09-02,
867,219,click,2023-10-12,
629,889,view,2023-06-26,
305,505,view,2023-08-02,
361,449,purchase,2023-11-13,
402,398,rate,2023-11-13,1.0
925,923,view,2023-01-15,
886,380,view,2023-07-22,
744,650,view,2023-10-02,
629,650,click,2023-07-07,
525,299,click,2023-03-04,
199,336,click,2023-03-06,
90,192,rate,2023-08-21,1.0
702,467,purchase,2023-09-05,
891,224,view,2023-10-06,
262,332,click,2023-06-08,
527,174,purchase,2023-12-01,
708,372,purchase,2023-02-18,
851,565,click,2023-05-20,
932,782,click,2023-11-30,
406,638,view,2023-11-09,
464,180,rate,2023-12-30,3.0
970,883,view,2023-02-22,
244,271,click,2023-02-12,
583,311,click,2023-05-04,
658,812,click,2023-03-05,
356,700,click,2023-10-07,
668,124,view,2023-10-04,
396,270,click,2023-12-27,
484,910,view,2023-12-25,
145,919,view,2023-09-04,
38,169,click,2023-12-02,
223,349,view,2023-02-02,
404,307,view,2023-10-30,
347,38,rate,2023-05-13,2.0
378,435,rate,2023-02-10,2.0
130,991,view,2023-03-26,
815,894,view,2023-01-07,
794,366,purchase,2023-09-28,
440,796,view,2023-07-08,
830,4,click,2023-11-22,
562,326,view,2023-04-23,
524,224,view,2023-04-07,
481,775,purchase,2023-03-23,
122,183,view,2023-06-19,
334,454,rate,2023-01-30,2.0
961,678,view,2023-09-09,
605,495,view,2023-07-15,
574,45,rate,2023-01-25,4.0
636,241,view,2023-07-18,
686,18,click,2023-10-31,
65,503,purchase,2023-11-15,
68,540,view,2023-10-23,
57,731,rate,2023-04-06,4.0
102,786,view,2023-05-06,
846,236,view,2023-08-28,
966,473,rate,2023-08-23,1.0
187,896,click,2023-10-08,
933,977,click,2023-04-07,
734,724,click,2023-09-22,
562,837,view,2023-09-03,
202,849,click,2023-03-22,
454,736,purchase,2023-11-12,
90,501,click,2023-07-16,
99,377,view,2023-08-24,
23,357,view,2023-03-15,
388,428,click,2023-01-13,
349,43,view,2023-10-09,
92,459,view,2023-03-15,
947,974,view,2023-05-27,
985,170,view,2023-08-06,
286,850,view,2023-09-06,
208,226,view,2023-09-12,
122,948,view,2023-01-12,
32,820,rate,2023-07-22,3.0
341,265,view,2023-11-23,
983,501,view,2023-06-22,
748,611,click,2023-05-06,
157,565,view,2023-05-24,
317,979,rate,2023-12-11,1.0
256,379,view,2023-12-27,
696,336,purchase,2023-06-02,
230,885,view,2023-08-06,
867,776,click,2023-03-27,
734,883,view,2023-09-07,
301,296,view,2023-09-26,
125,623,view,2023-03-29,
5,590,view,2023-08-25,
150,216,click,2023-01-03,
878,465,rate,2023-11-01,1.0
110,177,rate,2023-01-18,1.0
609,588,click,2023-11-15,
653,753,purchase,2023-06-17,
172,8,view,2023-08-05,
673,679,view,2023-10-11,
103,320,view,2023-05-09,
368,78,click,2023-01-21,
159,996,view,2023-09-18,
587,943,click,2023-04-03,
735,924,view,2023-01-18,
46,354,view,2023-10-19,
514,843,view,2023-01-13,
159,136,view,2023-12-23,
308,366,view,2023-07-13,
259,799,click,2023-11-14,
480,964,click,2023-04-21,
480,727,view,2023-01-29,
663,369,click,2023-09-22,
193,807,view,2023-11-22,
948,726,view,2023-10-08,
172,956,view,2023-07-09,
607,280,view,2023-08-06,
238,650,view,2023-02-15,
448,939,purchase,2023-05-29,
188,741,click,2023-11-21,
524,932,view,2023-01-08,
31,818,view,2023-10-26,
794,371,view,2023-10-21,
131,270,view,2023-12-05,
908,721,view,2023-12-19,
141,179,click,2023-07-08,
80,207,click,2023-03-26,
183,4,view,2023-12-30,
701,706,view,2023-07-28,
965,409,click,2023-10-11,
110,295,view,2023-03-25,
992,317,click,2023-12-16,
990,299,view,2023-11-15,
239,80,view,2023-03-07,
943,306,view,2023-08-02,
488,659,click,2023-11-04,
402,845,click,2023-09-19,
744,428,view,2023-08-17,
810,933,purchase,2023-01-15,
296,100,view,2023-09-27,
344,39,view,2023-06-10,
609,337,rate,2023-02-05,3.0
60,53,view,2023-03-05,
907,954,purchase,2023-09-05,
605,352,click,2023-04-02,
337,272,purchase,2023-05-19,
894,764,view,2023-05-09,
831,442,view,2023-05-15,
721,938,click,2024-01-01,
641,596,view,2023-01-13,
346,834,purchase,2023-06-28,
637,298,view,2023-12-03,
210,458,view,2023-02-05,
745,881,click,2023-05-25,
40,677,click,2023-02-04,
952,396,view,2023-06-06,
925,643,view,2023-05-09,
513,740,view,2023-10-10,
145,195,click,2023-12-29,
522,505,view,2023-03-12,
975,738,view,2023-01-09,
254,556,click,2023-09-20,
795,400,view,2023-12-13,
523,682,click,2023-03-26,
111,185,view,2023-06-12,
291,1000,purchase,2023-10-03,
196,254,click,2023-10-14,
218,70,click,2023-01-27,
530,679,view,2023-04-29,
795,352,view,2023-12-03,
240,418,click,2023-05-11,
324,460,click,2023-03-22,
654,371,purchase,2023-01-26,
509,450,view,2023-05-29,
206,750,purchase,2023-01-29,
869,740,click,2023-03-17,
825,380,view,2023-12-23,
225,291,view,2023-03-16,
807,530,view,2023-03-29,
487,310,view,2023-06-16,
57,19,rate,2023-04-01,5.0
747,110,view,2023-10-11,
799,598,view,2023-11-27,
886,218,purchase,2023-11-11,
81,4,view,2023-06-20,
851,95,click,2023-11-13,
907,329,view,2023-08-10,
665,721,click,2023-01-27,
497,194,view,2023-07-06,
584,879,click,2023-10-06,
258,991,click,2023-03-16,
666,291,rate,2023-06-03,4.0
380,977,view,2023-09-10,
47,806,view,2023-04-10,
967,557,view,2023-06-29,
489,462,click,2023-04-23,
844,494,view,2023-05-17,
335,828,view,2023-07-06,
964,104,purchase,2023-05-15,
445,645,view,2023-10-30,
874,532,view,2023-05-21,
517,997,view,2023-10-03,
699,583,view,2023-04-15,
869,217,click,2023-05-02,
136,644,view,2023-04-24,
22,943,view,2023-08-12,
130,894,view,2023-02-18,
535,929,purchase,2023-11-01,
859,788,view,2023-12-30,
208,571,view,2023-06-23,
666,338,view,2023-06-21,
928,651,view,2023-03-20,
923,190,rate,2023-12-01,4.0
534,437,click,2023-01-29,
270,651,purchase,2023-08-14,
540,422,view,2023-04-15,
466,820,view,2023-10-31,
836,595,view,2023-11-01,
599,403,view,2023-05-01,
950,104,click,2023-10-12,
809,198,view,2023-03-07,
671,31,click,2023-07-11,
102,612,click,2023-12-17,
664,338,view,2023-03-30,
637,810,purchase,2023-06-02,
198,699,purchase,2023-06-22,
520,118,view,2023-03-14,
507,811,rate,2023-01-07,1.0
474,64,click,2023-05-19,
227,158,view,2023-07-09,
18,769,click,2023-05-04,
634,136,view,2023-11-14,
714,696,view,2023-12-25,
572,178,view,2023-11-24,
250,472,click,2023-01-23,
163,897,click,2023-03-28,
659,127,purchase,2023-08-16,
72,836,view,2023-10-20,
845,386,view,2023-09-22,
196,891,view,2023-09-11,
685,235,purchase,2023-06-30,
793,1,view,2023-05-21,
361,495,view,2023-02-22,
96,638,click,2023-01-20,
535,53,view,2023-03-08,
989,269,view,2023-03-15,
173,540,click,2023-09-11,
779,750,purchase,2023-10-03,
953,615,purchase,2023-04-02,
134,337,view,2023-01-11,
153,15,rate,2023-07-30,3.0
344,714,click,2023-05-31,
58,213,click,2023-07-31,
658,992,view,2023-03-17,
944,931,purchase,2023-02-17,
195,565,view,2023-05-07,
128,401,view,2023-04-21,
962,521,rate,2023-02-05,5.0
64,584,view,2023-07-06,
873,259,view,2023-12-30,
777,857,click,2023-11-01,
868,504,view,2023-08-02,
909,633,view,2023-02-10,
993,102,view,2023-03-14,
671,961,view,2023-10-21,
419,35,view,2023-05-15,
211,215,click,2023-08-18,
667,294,click,2023-05-30,
854,164,click,2023-01-03,
417,175,view,2023-07-12,
39,976,view,2023-05-06,
93,572,purchase,2023-07-09,
889,5,click,2023-10-05,
994,632,view,2023-03-01,
937,115,click,2023-12-01,
647,507,view,2023-10-24,
519,813,click,2023-11-10,
595,415,click,2023-01-13,
467,184,view,2023-12-31,
581,834,view,2023-01-25,
511,317,view,2023-03-20,
403,839,click,2023-01-06,
94,811,click,2023-12-07,
866,247,view,2023-04-01,
669,861,click,2023-02-06,
184,301,view,2023-02-11,
497,681,click,2023-03-04,
95,209,purchase,2023-04-17,
875,289,rate,2023-09-04,5.0
75,140,view,2023-02-22,
116,255,view,2023-06-04,
934,894,view,2023-09-30,
595,287,rate,2023-02-15,5.0
154,336,view,2023-06-17,
243,429,click,2023-04-10,
851,213,view,2023-05-13,
963,562,purchase,2023-04-19,
636,285,rate,2023-07-10,3.0
610,677,rate,2023-11-18,1.0
603,353,view,2023-04-20,
783,627,view,2023-01-04,
665,592,purchase,2023-06-12,
878,71,view,2023-11-22,
311,894,view,2023-05-21,
980,218,purchase,2023-12-19,
33,942,view,2023-03-04,
972,474,view,2023-04-13,
97,216,view,2023-03-26,
737,681,click,2023-06-30,
449,23,purchase,2023-09-14,
938,44,click,2023-05-27,
752,103,view,2023-09-11,
827,383,click,2024-01-01,
492,931,click,2023-11-01,
698,562,view,2023-01-05,
584,940,view,2023-11-07,
126,236,click,2023-10-31,
29,459,view,2023-08-26,
687,868,view,2023-08-12,
940,437,view,2023-11-13,
142,982,click,2023-09-01,
41,752,view,2023-09-27,
843,360,view,2023-08-20,
757,736,view,2023-10-23,
421,292,rate,2023-08-28,5.0
921,381,click,2023-02-20,
616,10,purchase,2023-11-07,
896,562,purchase,2023-01-14,
971,915,view,2023-12-29,
2,983,click,2023-01-19,
319,873,click,2023-09-10,
708,440,click,2023-06-15,
70,4,click,2023-05-19,
922,710,click,2023-01-07,
497,869,view,2023-06-09,
726,580,click,2023-08-27,
985,323,purchase,2023-07-16,
429,6,view,2023-10-06,
858,937,view,2023-06-15,
975,400,rate,2023-07-11,3.0
791,142,purchase,2023-02-01,
75,889,purchase,2023-11-10,
872,712,click,2023-07-04,
84,501,view,2023-05-02,
686,768,purchase,2023-06-09,
260,79,rate,2023-07-08,3.0
563,483,view,2023-09-27,
402,781,click,2023-02-27,
253,729,view,2023-04-02,
138,271,click,2023-10-19,
417,896,view,2023-04-02,
381,462,rate,2023-10-31,2.0
853,263,purchase,2023-08-14,
964,461,rate,2023-01-19,5.0
540,903,view,2023-05-10,
324,84,click,2023-07-10,
475,98,view,2023-07-28,
126,298,rate,2023-08-22,5.0
358,771,view,2023-02-08,
816,151,view,2023-01-01,
303,436,view,2023-03-06,
788,888,purchase,2023-03-12,
506,690,view,2023-12-29,
528,373,view,2023-06-13,
217,1000,click,2023-04-29,
381,4,click,2023-05-03,
611,934,click,2023-01-02,
270,168,click,2023-08-18,
578,563,click,2023-05-23,
708,205,view,2023-12-28,
368,486,view,2023-03-14,
220,872,view,2023-02-11,
983,835,purchase,2023-05-18,
23,816,view,2023-08-20,
460,424,view,2023-11-16,
886,907,click,2023-03-23,
784,281,view,2023-08-29,
292,514,view,2023-12-30,
279,473,view,2023-09-01,
455,959,click,2023-02-26,
828,257,view,2023-09-04,
301,551,click,2023-03-10,
582,714,view,2023-09-15,
275,869,click,2023-01-02,
749,645,view,2023-09-08,
691,346,view,2023-10-07,
941,982,click,2023-12-06,
547,464,click,2023-08-31,
130,820,view,2023-02-24,
864,320,view,2023-03-25,
697,76,rate,2023-07-15,5.0
558,496,view,2023-08-14,
357,918,purchase,2023-12-06,
407,374,view,2023-03-30,
787,924,view,2023-04-27,
145,455,purchase,2023-03-05,
989,819,click,2023-04-29,
330,781,click,2023-09-11,
620,511,click,2023-05-12,
865,738,view,2023-09-15,
400,790,purchase,2023-10-27,
259,414,view,2023-10-28,
752,543,view,2023-11-12,
100,199,click,2023-12-20,
300,336,view,2023-04-06,
45,526,click,2023-05-18,
152,823,view,2023-03-09,
110,325,click,2023-09-22,
511,432,view,2023-07-01,
463,715,click,2023-10-02,
822,80,view,2023-12-06,
549,105,view,2023-04-04,
632,161,view,2023-04-25,
670,369,view,2023-12-29,
605,398,click,2023-09-10,
966,647,click,2023-05-14,
436,932,purchase,2023-01-06,
666,442,view,2023-09-20,
244,918,rate,2023-02-26,3.0
465,6,click,2023-02-01,
596,133,view,2023-11-12,
658,829,view,2023-06-12,
186,333,view,2023-04-29,
165,750,view,2023-03-09,
826,867,view,2023-03-05,
692,588,click,2023-10-14,
326,183,view,2023-10-18,
287,341,view,2023-05-02,
341,633,view,2023-11-02,
728,639,click,2023-08-26,
431,767,click,2023-07-31,
108,833,view,2023-02-20,
899,548,rate,2023-03-13,5.0
210,940,click,2023-11-21,
868,359,purchase,2023-01-16,
34,204,purchase,2023-09-02,
300,431,view,2023-07-03,
109,481,view,2023-05-12,
735,294,purchase,2023-11-01,
816,667,click,2023-11-02,
991,471,view,2023-02-14,
331,610,view,2023-04-26,
450,468,view,2023-05-28,
794,955,view,2023-10-08,
67,908,click,2023-05-22,
979,912,click,2023-07-09,
418,497,purchase,2023-05-19,
163,185,view,2023-03-06,
624,330,view,2023-07-18,
149,790,view,2023-12-15,
362,483,click,2023-09-30,
575,166,purchase,2023-05-21,
469,649,click,2023-08-05,
771,536,click,2023-01-16,
128,850,view,2023-01-21,
194,853,view,2023-11-18,
131,955,view,2023-05-14,
328,480,purchase,2023-01-05,
472,183,view,2023-07-14,
791,622,view,2023-02-24,
510,350,click,2023-08-06,
944,132,rate,2023-09-24,5.0
534,876,view,2023-02-19,
630,859,click,2023-08-12,
851,47,view,2023-11-03,
722,457,rate,2023-10-14,4.0
604,175,view,2023-12-30,
235,182,click,2023-07-31,
851,262,view,2023-11-21,
283,962,purchase,2023-07-03,
578,849,click,2023-08-21,
822,995,view,2023-02-05,
635,872,view,2023-07-15,
243,506,view,2023-10-09,
701,19,purchase,2023-06-29,
194,151,purchase,2023-09-07,
995,106,click,2023-11-23,
727,475,view,2023-04-26,
885,514,view,2023-05-26,
580,906,click,2023-03-27,
359,412,view,2023-03-13,
177,68,view,2023-09-04,
141,651,view,2023-08-11,
465,342,click,2023-09-23,
203,557,purchase,2023-12-19,
42,957,view,2023-11-26,
788,273,view,2023-04-16,
598,497,purchase,2023-04-22,
618,399,click,2023-09-18,
49,614,view,2023-01-31,
218,810,view,2023-09-03,
838,181,view,2023-09-15,
108,496,click,2023-08-09,
275,361,view,2023-04-02,
915,864,view,2023-10-10,
665,236,click,2023-12-03,
670,276,click,2023-01-26,
